,Ticker,Sector,Industry,Inst Own,ATR,RSI,Price,Levels,,,,,,,,,,,,,,,,,,,,
,XERS,Healthcare,Biotechnology,64.90%,0.56,36.39,2.79,2.83,"|2|",1.95,"|3|","|4|",2.83,2.77,2.76,2.75,2.74,2.73,2.72,2.71,2.7,2.68,2.67,2.65,2.64,2.63,,
,AVEO,Healthcare,Biotechnology,18.00%,0.60,32.23,4.89,"|2|",5.65,5.5,5.3,5.25,4.15,3.97,3.9,"|3|","|4|",4.95,4.94,4.93,4.92,4.91,4.9,4.89,4.88,4.86,4.85,
days20_5AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CEIX,Energy,Thermal Coal,-,0.63,39.13,5.17,4.94,"|2|",5,"|3|","|4|",5.2,5.18,5.17,5.16,5.11,5.1,5.08,5.07,5.06,5.05,5.04,5.03,5.02,5.01,,
,FCF,Financial,Banks - Regional,70.60%,0.51,43.30,7.62,6.77,"|2|",8.53,7.96,"|3|","|4|",8.2,7.75,7.73,7.72,7.71,,,,,,,,,,
,EXTN,Energy,Oil & Gas Equipment & Services,91.20%,0.51,39.05,5.28,6.02,4.83,4.71,5.55,"|2|",6.05,6,5.75,5.74,5.61,5.5,5.45,5.41,5.4,5.39,5.37,5.34,5.3,5.28,5.09,"|3|"
,CBIO,Healthcare,Biotechnology,53.30%,0.51,34.11,5.81,5.12,6.33,5.41,5.44,"|2|",6.56,6.52,6.51,6.5,6.48,6.39,6.18,5.61,5.42,5.06,5.04,"|3|","|4|",5.91,5.9,5.89
days20_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weeks52_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weeks52_AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RPT,Real Estate,REIT - Retail,-,0.54,48.85,6.88,"|2|","|3|","|4|",,,,,,,,,,,,,,,,,,
,FRGI,Consumer Cyclical,Restaurants,94.80%,0.59,40.95,6.15,"|2|","|3|","|4|",6.33,6.32,6.29,6.28,6.27,6.26,6.25,6.24,6.23,6.22,6.21,6.2,6.18,,,,,
,CLDT,Real Estate,REIT - Hotel & Motel,88.60%,0.59,41.04,5.91,"|2|",6.61,6.25,6.15,"|3|","|4|",6.12,6.11,6.1,6.09,6.08,6.06,6.02,6,5.96,5.94,,,,,
,AFIN,Real Estate,REIT - Diversified,47.20%,0.56,49.57,7.93,"|2|","|3|","|4|",,,,,,,,,,,,,,,,,,
,CLNC,Real Estate,REIT - Diversified,65.60%,0.62,51.80,6.52,5.99,"|2|","|3|","|4|",6.99,6.96,6.95,6.71,6.59,,,,,,,,,,,,
,JAX,Consumer Cyclical,Restaurants,61.40%,0.51,45.32,4.58,5.42,"|2|",4.7,4,"|3|","|4|",4.89,4.87,4.86,4.85,4.84,4.82,4.79,4.75,,,,,,,
,FPRX,Healthcare,Biotechnology,69.70%,0.68,57.96,6.12,5.66,6.14,"|2|",5.36,5.2,"|3|","|4|",6.27,6.2,,,,,,,,,,,,
,LIND,Consumer Cyclical,Travel Services,53.00%,0.81,46.41,7.70,"|2|","|3|","|4|",7.68,7.67,7.66,7.65,7.62,,,,,,,,,,,,,
horizontal_S/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDN,Technology,Software - Application,40.60%,0.52,57.07,7.54,8.19,"|2|",7.6,7.57,7.5,7.2,7.15,"|3|",7.4,"|4|",7.43,7.41,7.32,7.27,7.25,7.2,7.19,,,,
,XAIR,Healthcare,Medical Devices,10.50%,0.64,49.32,7.07,7.3,"|2|",7.3,7.25,7.1,7,6.5,6.2,6.1,"|3|","|4|",7.25,7.24,7.22,7.01,7,,,,,
,TDW,Energy,Oil & Gas Equipment & Services,88.50%,0.52,46.95,5.45,,,,,,,,,,,,,,,,,,,,,
,KZR,Healthcare,Biotechnology,43.10%,0.59,48.27,5.25,"|2|","|3|","|4|",,,,,,,,,,,,,,,,,,
,GRWG,Consumer Cyclical,Home Improvement Retail,36.80%,0.62,52.74,6.80,"|2|",6.8,"|3|","|4|",6.86,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,6.76,6.75,6.74,6.73,,,,
,CAMP,Technology,Communication Equipment,78.40%,0.59,49.94,7.73,7.22,"|2|","|3|","|4|",7.88,7.83,7.78,,,,,,,,,,,,,,
,WSR,Real Estate,REIT - Retail,63.00%,0.50,49.20,6.97,"|2|",6.28,6.18,6.13,"|3|","|4|",7.18,7.17,7.05,7.01,7,6.99,6.97,6.96,,,,,,,
