,Ticker,Sector,Industry,Inst Own,ATR,RSI,Price,Levels,,,,,,,,,,,,,,,,,,,,
,GNCA,Healthcare,Biotechnology,48.00%,0.58,50.38,3.12,2.95,"|2|",2.7,2.65,2.6,2.55,2.44,2.3,2.28,2.26,2.25,2.23,2.21,2.2,2.18,2.15,"|3|","|4|",2.83,2.88,3.15
,EKSO,Healthcare,Medical Instruments & Supplies,24.00%,0.92,42.75,6.34,5.36,"|2|","|3|","|4|",6.6,6.4,6.5,"|5|",6.6,6.58,6.57,6.56,6.55,6.5,6.49,6.48,6.47,6.45,6.44,6.43,6.4
weekPlus10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FLDM,Healthcare,Diagnostics & Research,91.90%,0.76,69.74,7.30,"|2|","|3|","|4|","|5|",7.31,7.3,7.29,7.27,7.26,7.24,7.23,7.19,7.11,7.1,7.08,7.04,7.01,7,6.99,6.98,6.96
,BGFV,Consumer Cyclical,Specialty Retail,41.30%,0.62,69.18,5.54,"|2|","|3|","|4|","|5|",5.67,5.66,5.65,5.63,5.62,5.61,5.6,5.59,5.58,5.57,5.56,5.55,5.54,5.53,5.52,5.47,
,CEMI,Healthcare,Diagnostics & Research,45.40%,0.56,55.83,5.90,"|2|","|3|",4.93,"|4|","|5|",5.97,5.87,5.85,5.62,5.6,5.59,5.58,5.56,5.55,5.54,5.48,5.43,,,,
,FPRX,Healthcare,Biotechnology,72.50%,0.54,53.03,6.07,6.25,"|2|",6.4,"|3|",6.4,"|4|",6.01,"|5|",6.15,6.14,6.1,6.09,6.08,6.06,6.04,6.02,6.01,6,5.99,5.98,5.97
,KIRK,Consumer Cyclical,Specialty Retail,34.60%,0.51,79.00,6.12,"|2|","|3|","|4|",5.13,6.34,"|5|",6.25,6.2,6.18,6.15,6.14,6.13,6.12,6.1,6.09,6.05,,,,,
monthPlus30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VCNX,Healthcare,Biotechnology,56.30%,0.81,60.20,6.67,7.5,"|2|",5.7,"|3|","|4|",6.31,6.28,6.33,6.11,6.22,6.44,6.66,6.73,"|5|",6.85,6.73,6.44,6.4,6.33,6.31,6.28
,ALDX,Healthcare,Biotechnology,62.80%,0.59,61.07,6.77,"|2|","|3|","|4|",6.5,6.46,"|5|",6.81,6.8,6.78,6.77,6.55,6.53,6.52,6.51,6.5,6.49,6.48,6.47,6.46,6.42,6.37
,QLGN,Healthcare,Biotechnology,0.20%,0.74,54.52,5.51,5.255,4.9,"|2|",6,5,"|3|","|4|",5.5,5.48,5.6,"|5|",5.7,5.69,5.67,5.65,5.64,5.63,5.62,5.61,5.6,5.59
monthMinus30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HOFV,Communication Services,Entertainment,17.80%,0.84,40.60,5.30,"|2|","|3|","|4|",5.34,5.2,5.23,5.39,5.36,5.4,5.46,5.44,5.35,"|5|",5.44,5.4,5.39,5.36,5.35,5.34,5.33,5.3
days20_5AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CADE,Financial,Banks - Regional,93.70%,0.52,42.22,7.66,7.19,7.75,7.35,"|2|",7.91,"|3|","|4|",7.76,"|5|",7.92,7.91,7.9,7.89,7.88,7.87,7.86,7.85,7.84,7.83,7.82,7.79
days20_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEN,Consumer Cyclical,Auto Parts,75.40%,0.51,50.40,7.95,"|2|",7.56,"|3|","|4|",7.22,7.64,"|5|",7.9,7.88,7.86,7.84,7.83,7.82,7.8,7.79,7.78,7.75,7.32,7.22,,
weeks52_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weeks52_AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAL,Consumer Cyclical,Footwear & Accessories,98.50%,0.54,38.26,6.39,7.15,"|2|","|3|","|4|",6.22,"|5|",6.4,6.39,6.38,6.37,6.36,6.35,6.34,6.33,6.31,6.3,6.26,6.25,6.24,6.23,6.22
down5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CURO,Financial,Credit Services,35.00%,0.52,50.55,7.75,6.91,7.55,"|2|",8,7.62,"|3|","|4|",6.96,"|5|",7.36,7.09,7.07,7.06,7.05,7.04,6.97,6.96,,,,
horizontal_S/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOLY,Healthcare,Medical Devices,9.50%,0.62,38.66,6.93,"|2|","|3|","|4|",6.5,6.44,6.58,6.6,7.01,7.06,6.9,"|5|",7.01,6.9,6.6,6.59,6.58,6.5,6.49,6.48,6.47,6.44
,NBSE,Healthcare,Biotechnology,20.60%,0.58,50.36,7.96,7.99,8,"|2|",8.27,8.25,8.08,8,7.99,7.9,7.8,"|3|","|4|",7.36,7.64,7.78,"|5|",7.8,7.79,7.78,7.74,7.7
,PARR,Energy,Oil & Gas Refining & Marketing,91.80%,0.51,36.78,7.71,"|2|","|3|","|4|","|5|",7.74,7.59,7.56,7.55,7.54,7.53,7.52,7.5,7.47,7.35,7.28,,,,,,
,LQDA,Healthcare,Biotechnology,35.60%,0.60,37.61,5.69,"|2|","|3|","|4|","|5|",,,,,,,,,,,,,,,,,
,NNVC,Healthcare,Biotechnology,22.40%,0.66,44.05,6.24,5.62,6.76,"|2|",6.9,6.3,6.2,"|3|","|4|",6.49,6.26,6.27,6.25,"|5|",6.49,6.35,6.31,6.3,6.29,6.28,6.27,6.26
