,Ticker,Sector,Industry,Inst Own,ATR,RSI,Price,Levels,,,,,,,,,,,,,,,,,,,,
,NNVC,Healthcare,Biotechnology,22.40%,0.72,38.17,6.09,5.52,5.62,6.76,"|2|",6.98,6.9,6.3,"|3|","|4|",6.35,"|5|",6.7,6.69,6.68,6.67,6.66,6.64,6.39,6.37,6.35,6.34
days20_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEN,Consumer Cyclical,Auto Parts,75.40%,0.56,55.18,7.84,"|2|",7.56,"|3|","|4|",7.75,"|5|",7.86,7.83,7.82,7.81,7.8,7.79,7.78,7.77,7.76,7.75,7.74,7.73,7.72,7.7,7.69
weeks52_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weeks52_AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horizontal_S/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OVID,Healthcare,Biotechnology,30.00%,0.60,47.35,6.81,7.53,"|2|","|3|","|4|","|5|",6.99,6.89,6.87,6.79,6.76,6.75,6.74,6.73,6.72,6.71,6.7,,,,,
,SURF,Healthcare,Biotechnology,91.70%,0.59,49.10,5.46,"|2|","|3|","|4|",5.87,5.36,"|5|",5.63,5.56,5.53,5.5,5.48,5.47,5.44,5.42,5.41,5.4,5.39,5.38,5.37,5.36,
,AGLE,Healthcare,Biotechnology,60.20%,0.60,34.72,7.38,6.99,"|2|",7.85,"|3|",7.85,"|4|",7.3,"|5|",7.36,7.35,7.34,7.33,7.31,7.3,7.29,7.28,7.27,7.08,,,
,RGS,Consumer Cyclical,Personal Services,-,0.58,43.81,7.83,"|2|","|3|","|4|",8.11,7.59,"|5|",8.21,8.19,8.18,8.17,8.16,8.15,8.14,8.11,7.81,7.8,7.71,7.7,7.68,7.67,7.64
,EVRI,Consumer Cyclical,Gambling,87.00%,0.55,49.22,5.67,"|2|","|3|","|4|","|5|",5.98,5.95,5.92,5.82,5.77,5.76,5.75,5.73,5.72,5.7,5.62,5.61,5.6,5.59,5.58,5.57,
,SVC,Real Estate,REIT - Hotel & Motel,78.10%,0.50,47.22,6.67,6.3,"|2|","|3|","|4|",6.91,6.99,7,6.69,6.71,6.72,6.57,6.56,"|5|",6.99,6.98,6.96,6.94,6.93,6.91,6.9,6.78
,XAIR,Healthcare,Medical Devices,11.20%,0.52,44.84,6.32,5.62,"|2|",7.2,6.95,6.32,6,"|3|","|4|",6.55,6.64,6.5,6.48,6.45,6.74,6.18,6.22,6.17,6.15,"|5|",6.55,6.51
