,Ticker,Sector,Industry,Inst Own,ATR,RSI,Price,Levels,,,,,,,,,,,,,,,,,,,,
,VHC,Technology,Software - Infrastructure,25.30%,0.53,37.90,5.65,5.89,"|2|","|3|","|4|",6.54,6.55,6.49,"|5|",6.55,6.54,6.53,6.49,6.48,6.45,6.43,5.59,5.39,,,,
,FUV,Consumer Cyclical,Recreational Vehicles,1.20%,0.90,59.15,6.25,5.41,"|2|","|3|","|4|",5.6,5.85,6.15,"|5|",6.25,6.23,6.18,6.15,6.14,6.13,6.1,6,5.89,5.85,5.8,,
weekPlus10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FNKO,Consumer Cyclical,Leisure,82.40%,0.59,56.25,6.07,"|2|",5.9,"|3|","|4|","|5|",6.11,6.05,5.98,5.32,5.3,5.29,5.28,5.27,5.26,5.25,5.23,,,,,
monthPlus30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FPRX,Healthcare,Biotechnology,69.80%,0.59,56.04,6.14,6.25,"|2|",5.2,"|3|","|4|",6.37,5.91,"|5|",6.37,6.35,6.14,6.12,6.1,6.04,6.02,6.01,6,5.99,5.98,5.97,5.96
,BWEN,Industrials,Specialty Industrial Machinery,41.90%,0.53,61.49,4.84,4.16,"|2|","|3|","|4|",5.16,4.88,"|5|",5.25,5.16,4.89,4.88,4.87,4.84,4.83,4.8,,,,,,
monthMinus30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AHT,Real Estate,REIT - Hotel & Motel,52.00%,1.38,43.80,6.10,6.556,"|2|",7.1,7,6.9,6.4,6.2,"|3|","|4|",6.392,6.15,5.894,5.783,5.699,5.799,5.713,5.88,"|5|",6.3,6.15,6.1
,CMLS,Communication Services,Broadcasting,92.10%,0.67,47.41,4.13,"|2|",4,3.96,"|3|",3.96,"|4|",3.97,3.91,3.93,3.99,4.15,"|5|",4.15,4.09,4.05,4.04,4.03,4.02,4.01,4,3.99
,EOLS,Healthcare,Drug Manufacturers - Specialty & Generic,43.50%,0.51,36.27,3.37,3.12,"|2|",4.14,4.13,4.1,3.99,3.74,"|3|","|4|",3.13,3.2,3.17,"|5|",3.26,3.25,3.24,3.23,3.22,3.21,3.2,3.19
days20_5AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
days20_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLNC,Real Estate,REIT - Diversified,65.70%,0.58,58.25,6.88,5.99,"|2|","|3|","|4|",5.95,6.41,6.48,"|5|",6.92,6.91,6.9,6.89,6.86,6.48,6.39,6.18,5.95,,,,
weeks52_5BelowHigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weeks52_AboveLow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horizontal_S/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PFSW,Industrials,Specialty Business Services,50.30%,0.58,43.09,6.01,"|2|",6,"|3|",6.2,"|4|",6.15,6.14,6.1,5.93,5.94,"|5|",6.15,6.14,6.13,6.12,6.11,6.1,6.09,6.08,5.9,5.88
,RGS,Consumer Cyclical,Personal Services,-,0.84,45.85,7.95,"|2|","|3|","|4|",7.59,"|5|",7.99,7.97,7.96,7.84,7.8,7.78,7.75,7.73,7.71,7.68,7.67,7.66,7.64,7.63,7.62,7.61
,IHRT,Communication Services,Broadcasting,-,0.80,42.63,7.20,6.26,"|2|",6.63,"|3|","|4|",7.25,"|5|",7.25,7.22,7.17,7.05,7.04,7.02,7,6.99,6.94,6.93,6.92,6.91,6.9,6.89
,TZOO,Consumer Cyclical,Travel Services,38.10%,0.60,49.16,5.71,5.46,6.35,"|2|",5.37,"|3|","|4|",5.32,5.16,5.6,5.69,"|5|",5.73,5.69,5.67,5.66,5.65,5.61,5.6,5.59,5.55,5.54
,CAL,Consumer Cyclical,Footwear & Accessories,98.80%,0.81,50.39,7.56,7.15,"|2|","|3|","|4|","|5|",7.54,7.53,7.52,7.5,7.01,6.95,6.93,6.84,6.77,6.76,,,,,,
,CFRX,Healthcare,Biotechnology,35.00%,0.65,43.65,5.95,"|2|",6.5,6,"|3|",6.75,"|4|",6.8,5.83,5.79,6.11,"|5|",6.86,5.95,5.86,5.83,5.79,5.77,,,,
,OSMT,Healthcare,Biotechnology,50.10%,0.81,48.99,6.23,5.37,7.02,"|2|",7,6.5,5.58,"|3|",6.5,"|4|",6.15,6.1,6.05,6.07,"|5|",6.31,6.2,6.17,6.16,6.15,6.14,6.13
,CEIX,Energy,Thermal Coal,-,0.58,48.63,5.63,4.95,6.3,"|2|",6.45,5.01,"|3|","|4|",5.64,"|5|",5.62,5.6,5.59,5.58,5.57,5.55,5.54,5.53,5.52,5.51,5.5,5.49
,CURO,Financial,Credit Services,34.80%,0.59,51.15,7.94,7.55,"|2|","|3|","|4|","|5|",8,7.89,7.82,7.8,7.77,7.75,7.7,7.67,7.65,7.64,7.63,7.62,7.61,7.6,7.59,7.55
,DLTH,Consumer Cyclical,Apparel Retail,35.70%,0.68,57.56,7.28,"|2|",7.5,"|3|","|4|",7.22,7.25,7.28,"|5|",7.33,7.32,7.3,7.29,7.28,7.27,7.26,7.25,7.22,7.13,7.12,7.1,7.09
,IDN,Technology,Software - Application,43.00%,0.54,50.12,7.44,"|2|",7.2,"|3|",7.85,"|4|",8.02,8.1,7.95,7.3,"|5|",8.01,8,7.94,7.58,7.56,7.55,7.5,7.49,7.3,7.29,7.24
,BSGM,Healthcare,Medical Devices,13.30%,0.79,42.48,7.76,6.77,"|2|","|3|","|4|",7.29,"|5|",7.43,7.4,7.39,7.37,7.33,7.32,7.3,7.29,7.28,7.27,7.25,7.24,7.22,7.21,7.2
,HT,Real Estate,REIT - Hotel & Motel,84.60%,0.66,51.32,5.75,5.35,"|2|",5.5,5,"|3|","|4|",5.15,"|5|",5.77,5.76,5.75,5.73,5.72,5.7,5.69,5.67,5.64,5.63,5.61,5.6,5.47
